"Precio"	"Antiguedad_Meses"	"KM"	"Combustible"	"CV"	"Metalizado"	"Automatico"	"CC"	"N_Puertas"	"Peso"
8864	33	16512	"Gasolina"	95.642	"No"	"Si"	1400	5	1085
8591	40	16325	"Gasolina"	108.46	"No"	"Si"	1600	5	1080
7500	38	16000	"Gasolina"	95.642	"No"	"Si"	1400	5	1060
7273	39	12000	"Gasolina"	108.46	"No"	"Si"	1600	5	1075
9091	43	10000	"Gasolina"	95.642	"No"	"Si"	1400	5	1060
2727	53	216000	"Diesel"	68.034	"Si"	"Si"	1900	3	1110
2636	51	198167	"Diesel"	68.034	"Si"	"Si"	1900	4	1095
3182	53	176000	"Diesel"	68.034	"Si"	"Si"	1900	3	1105
3864	54	174139	"Diesel"	70.992	"No"	"Si"	2000	4	1100
4909	45	174000	"Diesel"	68.034	"No"	"Si"	1900	5	1095
4545	55	150000	"Gas_Nat_Compr"	108.46	"No"	"Si"	1600	3	1075
4955	54	149329	"Diesel"	70.992	"No"	"Si"	2000	5	1135
5818	51	146736	"Gasolina"	108.46	"No"	"Si"	1600	5	1080
6136	53	143513	"Diesel"	68.034	"Si"	"Si"	1900	5	1140
5227	48	142130	"Gas_Nat_Compr"	108.46	"Si"	"Si"	1600	5	1119
3864	48	140700	"Diesel"	68.034	"No"	"Si"	1900	5	1110
5409	54	138394	"Diesel"	68.034	"No"	"Si"	1900	4	1095
3864	55	137000	"Diesel"	70.992	"No"	"Si"	2000	5	1135
4318	52	135258	"Diesel"	68.034	"No"	"Si"	1900	5	1140
5864	49	131364	"Gasolina"	108.46	"No"	"Si"	1600	5	1075
864	56	129155	"Diesel"	68.034	"Si"	"Si"	1800	5	1110
5864	50	126110	"Gasolina"	108.46	"Si"	"Si"	1600	3	1055
5000	48	119742	"Gasolina"	108.46	"No"	"Si"	1600	5	1080
5864	53	117913	"Diesel"	68.034	"No"	"Si"	1900	5	1110
8136	47	117430	"Diesel"	88.74	"No"	"Si"	2000	3	1165
6364	55	117175	"Gasolina"	108.46	"No"	"Si"	1600	4	1035
6591	54	115558	"Gasolina"	108.46	"No"	"Si"	1600	4	1035
4955	53	115113	"Gasolina"	95.642	"No"	"Si"	1400	3	1025
6364	54	115046	"Diesel"	68.034	"No"	"Si"	1900	5	1140
1500	56	113997	"Diesel"	70.992	"No"	"Si"	2000	5	1135
6773	49	107859	"Gasolina"	95.642	"Si"	"Si"	1400	5	1060
5409	52	104805	"Gasolina"	95.642	"No"	"Si"	1400	3	1025
5864	54	103454	"Gasolina"	108.46	"No"	"Si"	1600	5	1075
6773	51	103018	"Diesel"	68.034	"Si"	"Si"	1900	5	1140
7636	47	102352	"Gasolina"	108.46	"No"	"Si"	1600	5	1080
5864	50	102030	"Gasolina"	95.642	"No"	"Si"	1400	5	1060
7682	54	101352	"Gasolina"	108.46	"Si"	"Si"	1600	5	1080
4000	50	99865	"Gasolina"	108.46	"No"	"Si"	1600	4	1035
6773	52	99323	"Gasolina"	108.46	"No"	"Si"	1600	3	1055
4955	48	98100	"Diesel"	68.034	"No"	"Si"	1900	5	1140
7682	51	98040	"Gasolina"	108.46	"Si"	"Si"	1600	5	1080
6727	49	97600	"Gasolina"	108.46	"No"	"Si"	1600	3	1045
5864	55	97234	"Gasolina"	108.46	"Si"	"Si"	1600	5	1080
5864	51	96135	"Diesel"	70.992	"Si"	"Si"	2000	3	1115
6773	54	96100	"Gasolina"	108.46	"No"	"Si"	1600	5	1080
4955	55	94401	"Diesel"	70.992	"Si"	"Si"	2000	3	1115
4955	55	94122	"Gasolina"	84.796	"No"	"Si"	1300	3	1015
6364	49	91340	"Gasolina"	108.46	"No"	"Si"	1600	3	1055
4955	53	90200	"Gasolina"	95.642	"Si"	"Si"	1400	3	1025
5227	53	90097	"Diesel"	68.034	"No"	"Si"	1900	5	1140
7273	48	89049	"Gasolina"	95.642	"No"	"Si"	1400	5	1060
5682	52	89000	"Gasolina"	108.46	"Si"	"Si"	1600	5	1075
5864	45	87274	"Gasolina"	108.46	"No"	"Si"	1600	3	1040
7227	49	86221	"Gasolina"	108.46	"Si"	"Si"	1600	3	1045
8182	54	84598	"Gasolina"	108.46	"Si"	"Si"	1600	5	1075
6364	50	83567	"Gasolina"	108.46	"Si"	"Si"	1600	5	1075
8591	50	83106	"Gasolina"	108.46	"No"	"Si"	1600	5	1075
7909	50	82805	"Gasolina"	108.46	"No"	"Si"	1600	3	1040
6773	50	82735	"Gasolina"	95.642	"No"	"Si"	1400	3	1030
6773	54	81905	"Gasolina"	108.46	"No"	"Si"	1600	5	1105
7082	49	80320	"Gasolina"	108.46	"No"	"No"	1600	3	1070
6591	49	80090	"Gasolina"	95.642	"No"	"Si"	1400	3	1030
6723	53	79800	"Gasolina"	108.46	"Si"	"Si"	1600	5	1075
7273	47	78785	"Gas_Nat_Compr"	108.46	"No"	"Si"	1600	5	1119
5682	48	78600	"Gasolina"	108.46	"No"	"Si"	1600	5	1075
6136	55	77780	"Gasolina"	108.46	"Si"	"Si"	1600	3	1040
8182	49	77648	"Gasolina"	108.46	"Si"	"Si"	1600	4	1030
7682	54	77270	"Gasolina"	108.46	"No"	"Si"	1600	4	1035
6591	50	76167	"Gasolina"	95.642	"No"	"Si"	1400	5	1060
7227	46	75249	"Gasolina"	108.46	"No"	"Si"	1600	4	1035
7682	54	75231	"Gasolina"	108.46	"No"	"Si"	1600	5	1080
7500	48	75045	"Gasolina"	108.46	"No"	"Si"	1600	3	1055
6773	50	74849	"Gasolina"	108.46	"No"	"No"	1600	4	1060
7682	55	74715	"Gasolina"	108.46	"No"	"Si"	1600	5	1080
6814	49	74656	"Diesel"	68.034	"Si"	"Si"	1900	3	1105
7227	56	74500	"Gasolina"	95.642	"Si"	"Si"	1400	3	1025
4909	49	74494	"Gasolina"	108.46	"No"	"Si"	1600	5	1075
6364	50	73634	"Gasolina"	108.46	"Si"	"Si"	1587	5	1075
7500	47	73403	"Gasolina"	108.46	"No"	"Si"	1600	5	1075
7227	49	73175	"Gasolina"	95.642	"No"	"Si"	1400	3	1030
7727	52	73000	"Gasolina"	108.46	"Si"	"Si"	1600	3	1055
7682	50	72242	"Gasolina"	108.46	"Si"	"No"	1600	3	1070
5773	53	72000	"Gasolina"	95.642	"No"	"Si"	1400	3	1025
6773	54	71725	"Gasolina"	108.46	"No"	"Si"	1600	4	1035
6773	54	71276	"Gasolina"	108.46	"Si"	"Si"	1600	5	1080
4723	50	70440	"Diesel"	68.034	"No"	"Si"	1900	3	1105
6809	53	70239	"Gasolina"	108.46	"Si"	"Si"	1600	3	1040
5455	55	69813	"Gasolina"	95.642	"No"	"Si"	1400	3	1025
7682	49	69659	"Gasolina"	84.796	"Si"	"Si"	1300	3	1025
6591	46	69574	"Gasolina"	95.642	"Si"	"Si"	1400	5	1065
4773	47	69000	"Diesel"	68.034	"No"	"Si"	1900	5	1140
4773	49	68565	"Gasolina"	108.46	"No"	"Si"	1600	4	1030
7227	55	68520	"Diesel"	70.992	"No"	"Si"	2000	3	1115
5864	46	68414	"Gasolina"	95.642	"Si"	"Si"	1400	3	1025
7682	56	66777	"Gasolina"	108.46	"Si"	"Si"	1600	5	1090
9500	52	66527	"Gasolina"	108.46	"No"	"Si"	1600	5	1080
7045	54	66063	"Gasolina"	108.46	"No"	"Si"	1600	5	1090
6727	50	65471	"Gasolina"	95.642	"No"	"Si"	1400	5	1060
5682	56	65400	"Gasolina"	95.642	"No"	"Si"	1400	3	1025
5864	52	65170	"Gasolina"	95.642	"No"	"Si"	1400	3	1025
7682	56	65000	"Gasolina"	108.46	"No"	"Si"	1600	5	1075
6318	48	64193	"Gasolina"	108.46	"No"	"Si"	1600	3	1040
4955	54	64000	"Gasolina"	95.642	"No"	"Si"	1400	3	1025
6136	54	63792	"Gasolina"	108.46	"No"	"Si"	1600	5	1075
5845	53	63635	"Gasolina"	108.46	"No"	"Si"	1600	4	1035
6364	54	63135	"Gasolina"	108.46	"No"	"Si"	1600	3	1050
7682	54	63123	"Gasolina"	108.46	"No"	"Si"	1600	4	1035
7273	48	63000	"Diesel"	68.034	"No"	"Si"	1900	5	1140
7273	55	63000	"Gasolina"	108.46	"Si"	"Si"	1600	4	1035
7227	54	62987	"Gasolina"	108.46	"Si"	"Si"	1600	5	1080
5818	56	62751	"Gasolina"	108.46	"Si"	"Si"	1600	3	1050
5455	54	62519	"Gasolina"	95.642	"Si"	"Si"	1400	3	1025
6364	50	62280	"Gasolina"	95.642	"No"	"Si"	1400	5	1060
6591	50	61672	"Gasolina"	108.46	"Si"	"Si"	1600	5	1075
4955	54	61000	"Diesel"	68.034	"Si"	"Si"	2000	5	1140
7727	56	61000	"Gasolina"	108.46	"No"	"Si"	1600	3	1050
5855	53	60558	"Gasolina"	108.46	"No"	"Si"	1600	4	1105
6773	47	60348	"Gasolina"	108.46	"Si"	"Si"	1600	4	1030
6591	54	60239	"Gasolina"	108.46	"No"	"Si"	1600	5	1075
5726	51	59000	"Gasolina"	95.642	"No"	"Si"	1400	3	1025
7500	51	58761	"Gasolina"	95.642	"Si"	"Si"	1300	5	1060
7682	54	58745	"Gasolina"	108.46	"No"	"Si"	1600	4	1035
7045	52	58596	"Gasolina"	108.46	"No"	"Si"	1600	3	1045
7500	54	58530	"Gasolina"	108.46	"Si"	"Si"	1600	5	1075
6773	55	58377	"Gasolina"	108.46	"No"	"Si"	1600	3	1050
7045	56	58142	"Gasolina"	108.46	"No"	"Si"	1600	5	1080
5864	53	57948	"Gasolina"	95.642	"No"	"Si"	1400	3	1025
5636	51	57645	"Gasolina"	108.46	"Si"	"Si"	1600	5	1080
7682	47	57500	"Gasolina"	108.46	"No"	"Si"	1600	4	1105
5818	53	57475	"Gasolina"	108.46	"Si"	"Si"	1600	3	1040
5900	55	56743	"Gasolina"	108.46	"Si"	"Si"	1600	3	1045
5432	48	56675	"Gasolina"	95.642	"No"	"Si"	1400	3	1025
7273	54	55877	"Gasolina"	108.46	"No"	"Si"	1600	5	1075
7682	53	55500	"Gasolina"	108.46	"No"	"Si"	1600	4	1035
7273	55	54900	"Gasolina"	95.642	"No"	"Si"	1400	5	1060
6364	50	54465	"Gasolina"	108.46	"Si"	"Si"	1600	5	1075
6727	46	53700	"Gasolina"	95.642	"No"	"Si"	1400	5	1060
7455	52	53561	"Gasolina"	95.642	"No"	"Si"	1400	5	1060
7636	51	53408	"Gasolina"	108.46	"No"	"Si"	1600	5	1080
9500	51	53268	"Gasolina"	108.46	"No"	"Si"	1600	5	1080
6773	49	53116	"Gasolina"	95.642	"No"	"Si"	1400	3	1025
6364	56	52448	"Gasolina"	95.642	"Si"	"Si"	1400	3	1025
6591	55	52149	"Gasolina"	95.642	"No"	"Si"	1400	3	1085
7682	55	52141	"Gasolina"	108.46	"No"	"Si"	1600	5	1070
5909	56	52000	"Gasolina"	95.642	"Si"	"Si"	1400	3	1025
6359	48	50967	"Gasolina"	95.642	"No"	"Si"	1400	5	1060
7227	50	50400	"Gasolina"	108.46	"Si"	"Si"	1600	5	1080
5364	54	50000	"Gasolina"	95.642	"No"	"Si"	1400	3	1025
7682	51	50000	"Gasolina"	84.796	"No"	"Si"	1300	5	1045
5591	53	49969	"Gasolina"	108.46	"Si"	"Si"	1600	5	1075
14045	49	49568	"Gasolina"	108.46	"No"	"Si"	1600	3	1105
7227	51	49473	"Gasolina"	108.46	"Si"	"Si"	1600	3	1055
6136	52	49432	"Gasolina"	108.46	"No"	"Si"	1600	3	1050
7227	48	49417	"Gasolina"	108.46	"No"	"Si"	1600	3	1045
5864	54	49366	"Gasolina"	95.642	"No"	"Si"	1400	3	1025
6364	56	48731	"Gasolina"	108.46	"No"	"Si"	1600	3	1055
9318	54	48370	"Gasolina"	108.46	"No"	"Si"	1600	5	1080
5864	48	48071	"Gasolina"	95.642	"Si"	"Si"	1400	3	1025
6136	54	47852	"Gasolina"	108.46	"No"	"Si"	1600	4	1030
6682	54	47768	"Gasolina"	108.46	"Si"	"Si"	1600	3	1055
7632	52	47689	"Gasolina"	108.46	"Si"	"Si"	1600	5	1075
8591	53	47451	"Gasolina"	108.46	"No"	"Si"	1600	3	1055
7682	50	47219	"Gasolina"	108.46	"No"	"Si"	1600	5	1080
6591	56	47211	"Gasolina"	108.46	"No"	"Si"	1600	5	1070
5500	54	46856	"Gasolina"	95.642	"Si"	"Si"	1400	5	1060
6773	56	46500	"Gasolina"	84.796	"Si"	"Si"	1300	5	1035
7500	52	46449	"Gasolina"	108.46	"No"	"Si"	1600	4	1035
6773	47	46391	"Gasolina"	108.46	"Si"	"Si"	1600	5	1075
8136	54	46230	"Gasolina"	108.46	"No"	"Si"	1600	3	1055
6364	52	46029	"Gasolina"	108.46	"No"	"Si"	1600	4	1030
6727	50	46000	"Gasolina"	95.642	"Si"	"Si"	1400	3	1025
8591	50	45900	"Gasolina"	108.46	"No"	"Si"	1600	5	1075
6773	47	45850	"Gasolina"	95.642	"Si"	"Si"	1400	5	1060
8182	56	45336	"Gasolina"	108.46	"No"	"Si"	1600	5	1080
5864	55	44537	"Gasolina"	95.642	"Si"	"Si"	1400	3	1025
6591	56	43700	"Gasolina"	84.796	"No"	"Si"	1300	3	1025
8182	48	43120	"Gasolina"	95.642	"No"	"Si"	1400	3	1030
6318	49	41710	"Gasolina"	108.46	"Si"	"Si"	1600	3	1040
6591	52	41700	"Gasolina"	95.642	"No"	"Si"	1400	3	1025
8591	49	41636	"Gasolina"	108.46	"No"	"Si"	1600	5	1105
6814	50	41273	"Gasolina"	95.642	"Si"	"Si"	1400	5	1060
7682	49	40836	"Gasolina"	108.46	"Si"	"No"	1600	3	1075
7045	50	40400	"Gasolina"	95.642	"No"	"Si"	1400	5	1060
7682	47	40361	"Gasolina"	108.46	"No"	"Si"	1600	5	1090
9318	54	40325	"Gasolina"	84.796	"Si"	"Si"	1300	5	1045
6818	47	40000	"Gasolina"	108.46	"Si"	"Si"	1600	5	1080
9091	50	39706	"Gasolina"	108.46	"No"	"Si"	1600	5	1080
6773	54	39291	"Gasolina"	108.46	"No"	"Si"	1600	3	1040
6591	54	39000	"Gasolina"	95.642	"Si"	"Si"	1400	3	1025
4955	47	38900	"Gasolina"	95.642	"No"	"Si"	1400	3	1025
8591	51	38403	"Gasolina"	108.46	"Si"	"Si"	1600	3	1055
5682	56	37461	"Gasolina"	95.642	"Si"	"Si"	1400	3	1025
6727	54	37000	"Gasolina"	95.642	"No"	"Si"	1400	3	1025
6814	55	36406	"Gasolina"	108.46	"No"	"Si"	1600	4	1035
6591	48	36005	"Gasolina"	95.642	"No"	"Si"	1400	5	1065
6773	52	36000	"Gasolina"	108.46	"No"	"Si"	1600	5	1075
8636	49	36000	"Gasolina"	108.46	"Si"	"Si"	1600	5	1080
8591	45	36000	"Gasolina"	108.46	"No"	"No"	1600	3	1070
7273	52	35823	"Gasolina"	108.46	"Si"	"Si"	1600	5	1075
6773	56	35230	"Gasolina"	95.642	"Si"	"Si"	1400	3	1025
7464	48	35142	"Gasolina"	108.46	"Si"	"Si"	1600	3	1055
5891	49	34890	"Gasolina"	95.642	"Si"	"Si"	1400	3	1025
7955	51	34882	"Gasolina"	108.46	"No"	"Si"	1600	5	1075
7273	46	34000	"Gasolina"	108.46	"No"	"Si"	1600	5	1075
7682	56	33998	"Gasolina"	108.46	"Si"	"Si"	1600	5	1080
7273	55	33230	"Gasolina"	108.46	"Si"	"Si"	1600	3	1050
7636	46	33021	"Gasolina"	108.46	"No"	"Si"	1600	5	1080
7664	49	31999	"Gasolina"	95.642	"Si"	"Si"	1400	3	1030
6364	52	31579	"Gasolina"	95.642	"Si"	"Si"	1400	3	1025
4955	56	31000	"Gasolina"	95.642	"Si"	"Si"	1400	3	1025
6318	46	30806	"Gasolina"	95.642	"No"	"Si"	1400	5	1060
6364	55	30461	"Gasolina"	84.796	"No"	"Si"	1300	5	1050
8591	50	29686	"Gasolina"	108.46	"No"	"No"	1600	3	1075
5864	55	29650	"Gasolina"	84.796	"Si"	"Si"	1300	3	1025
8545	52	29500	"Gasolina"	108.46	"No"	"Si"	1600	3	1055
5864	48	28656	"Gasolina"	95.642	"Si"	"Si"	1400	3	1085
5864	55	27500	"Gasolina"	95.642	"No"	"Si"	1400	3	1025
6773	48	26938	"Gasolina"	108.46	"No"	"Si"	1600	3	1040
6773	53	26624	"Gasolina"	95.642	"Si"	"Si"	1400	5	1060
5864	47	26221	"Gasolina"	95.642	"No"	"Si"	1400	3	1025
6773	50	22648	"Gasolina"	95.642	"No"	"Si"	1400	5	1060
6636	50	22500	"Gasolina"	95.642	"No"	"Si"	1400	3	1025
6364	56	19313	"Gasolina"	95.642	"Si"	"Si"	1400	3	1025
6318	50	17619	"Gasolina"	108.46	"Si"	"Si"	1600	4	1030
6455	51	17069	"Gasolina"	95.642	"No"	"Si"	1400	3	1025
6318	48	15000	"Gasolina"	95.642	"No"	"Si"	1400	3	1025
8591	50	10210	"Gasolina"	95.642	"Si"	"Si"	1400	5	1065
7045	47	5309	"Gasolina"	108.46	"No"	"No"	1600	3	1070
3636	50	1	"Diesel"	88.74	"No"	"Si"	2000	3	1260
4955	52	31000	"Gasolina"	95.642	"Si"	"Si"	1398	3	1025
3136	58	205000	"Diesel"	70.992	"No"	"Si"	2000	4	1100
4000	68	204250	"Diesel"	70.992	"Si"	"Si"	2000	3	1115
2227	68	194545	"Gasolina"	84.796	"Si"	"Si"	1300	4	1000
3636	59	190900	"Diesel"	70.992	"No"	"Si"	2000	3	1115
3636	62	183500	"Diesel"	70.992	"No"	"Si"	2000	5	1140
3091	65	176184	"Diesel"	70.992	"No"	"Si"	2000	3	1115
2046	67	174833	"Diesel"	70.992	"Si"	"Si"	2000	4	1100
3136	68	155720	"Gasolina"	84.796	"No"	"Si"	1300	3	1015
4045	67	155500	"Gasolina"	108.46	"No"	"Si"	1600	5	1050
3864	59	154783	"Diesel"	70.992	"No"	"Si"	2000	3	1120
4045	64	154462	"Diesel"	70.992	"No"	"Si"	2000	5	1135
4318	64	150585	"Gasolina"	108.46	"No"	"Si"	1600	3	1065
2500	67	149000	"Diesel"	88.74	"No"	"Si"	2000	5	1135
5455	62	147636	"Diesel"	70.992	"Si"	"Si"	2000	5	1135
3091	59	144521	"Diesel"	70.992	"No"	"Si"	2000	5	1135
4500	64	144000	"Gas_Nat_Compr"	108.46	"No"	"Si"	1600	3	1065
3500	65	140168	"Diesel"	70.992	"No"	"Si"	2000	3	1115
4955	68	140000	"Gasolina"	108.46	"No"	"Si"	1600	5	1085
3091	60	139800	"Diesel"	70.992	"Si"	"Si"	2000	3	1115
4955	59	137050	"Gas_Nat_Compr"	108.46	"No"	"Si"	1600	3	1078
4773	61	136956	"Gasolina"	108.46	"Si"	"Si"	1600	3	1065
4045	67	135337	"Gas_Nat_Compr"	108.46	"No"	"Si"	1600	5	1120
4955	64	133769	"Diesel"	70.992	"No"	"Si"	2000	3	1120
4955	58	133405	"Diesel"	70.992	"No"	"Si"	2000	5	1135
4955	65	132807	"Diesel"	70.992	"No"	"Si"	2000	5	1135
4045	64	132393	"Diesel"	70.992	"Si"	"Si"	2000	5	1135
3864	60	130270	"Gasolina"	108.46	"Si"	"Si"	1600	3	1050
3636	59	130000	"Diesel"	70.992	"No"	"Si"	2000	4	1135
4955	67	127000	"Diesel"	70.992	"No"	"Si"	2000	5	1135
5727	67	126800	"Diesel"	70.992	"Si"	"Si"	2000	5	1135
5409	66	126452	"Gasolina"	108.46	"No"	"Si"	1600	5	1085
4955	62	125175	"Diesel"	114.376	"Si"	"Si"	2000	5	1150
4773	68	125000	"Diesel"	70.992	"No"	"Si"	2000	3	1115
6364	61	123000	"Diesel"	70.992	"Si"	"Si"	2000	5	1135
4086	59	121626	"Gasolina"	84.796	"Si"	"Si"	1300	5	1050
6318	64	120400	"Gasolina"	108.46	"Si"	"Si"	1600	5	1090
5864	66	120000	"Diesel"	70.992	"Si"	"Si"	2000	4	1100
5864	68	119541	"Gasolina"	108.46	"Si"	"Si"	1600	3	1055
4955	68	119500	"Gasolina"	108.46	"No"	"Si"	1600	5	1070
4045	68	119289	"Gasolina"	108.46	"No"	"Si"	1600	4	1035
6773	57	118833	"Gasolina"	108.46	"Si"	"Si"	1600	3	1065
5864	64	118000	"Diesel"	70.992	"No"	"Si"	2000	5	1150
4636	68	117955	"Gasolina"	108.46	"No"	"No"	1600	4	1065
3409	65	117609	"Gasolina"	84.796	"Si"	"Si"	1300	3	1015
3136	68	117000	"Diesel"	70.992	"Si"	"Si"	2000	3	1115
4091	64	116000	"Gasolina"	84.796	"Si"	"Si"	1300	5	1045
5864	58	115715	"Gasolina"	108.46	"Si"	"Si"	1600	5	1070
5409	60	115191	"Gas_Nat_Compr"	108.46	"No"	"Si"	1600	4	1079
4045	68	115071	"Gasolina"	108.46	"No"	"Si"	1600	3	1055
5409	63	115000	"Gas_Nat_Compr"	108.46	"Si"	"Si"	1600	3	1109
5864	64	114846	"Gasolina"	108.46	"No"	"Si"	1600	5	1075
3136	65	114383	"Diesel"	88.74	"Si"	"Si"	2000	3	1260
4318	59	113700	"Gasolina"	108.46	"No"	"Si"	1600	5	1065
5864	67	113118	"Gasolina"	84.796	"No"	"Si"	1300	3	1020
4318	59	112827	"Gasolina"	84.796	"No"	"Si"	1300	5	1040
5864	68	112116	"Gasolina"	108.46	"No"	"Si"	1600	5	1070
6364	66	112000	"Gasolina"	108.46	"No"	"Si"	1600	3	1065
4045	62	112000	"Diesel"	70.992	"Si"	"Si"	2000	4	1135
5682	65	111769	"Gasolina"	108.46	"Si"	"Si"	1600	3	1065
5227	61	110853	"Gasolina"	108.46	"No"	"Si"	1600	5	1070
5455	68	110287	"Gasolina"	108.46	"No"	"Si"	1600	3	1050
5864	62	109547	"Gasolina"	108.46	"Si"	"Si"	1600	5	1075
3864	63	109230	"Gasolina"	108.46	"Si"	"Si"	1600	3	1050
5455	68	109150	"Gasolina"	108.46	"Si"	"Si"	1600	5	1075
5864	67	108793	"Gasolina"	108.46	"No"	"Si"	1600	4	1035
5682	64	106784	"Gasolina"	108.46	"Si"	"No"	1600	3	1050
5682	58	105942	"Gasolina"	84.796	"Si"	"Si"	1300	5	1040
2227	59	105000	"Gasolina"	84.796	"No"	"Si"	1300	3	1015
4545	62	105000	"Gasolina"	84.796	"Si"	"Si"	1300	5	1040
4541	68	104299	"Gasolina"	108.46	"No"	"Si"	1600	5	1085
5227	67	104000	"Gasolina"	84.796	"Si"	"Si"	1300	3	1020
3091	68	104000	"Gasolina"	84.796	"No"	"Si"	1300	3	1015
4955	58	103458	"Gasolina"	84.796	"No"	"Si"	1300	3	1025
5455	63	103400	"Gasolina"	108.46	"No"	"Si"	1600	5	1075
5227	63	102807	"Gasolina"	84.796	"Si"	"Si"	1300	5	1055
5814	68	102494	"Gasolina"	108.46	"Si"	"Si"	1600	5	1090
5864	57	102300	"Diesel"	70.992	"No"	"Si"	2000	5	1135
4045	61	102106	"Gasolina"	108.46	"Si"	"Si"	1600	3	1050
4773	68	101889	"Gasolina"	108.46	"No"	"Si"	1600	5	1075
4318	57	101791	"Diesel"	70.992	"Si"	"Si"	2000	3	1115
4955	63	101469	"Gasolina"	108.46	"No"	"Si"	1600	3	1065
4955	68	101001	"Gasolina"	108.46	"Si"	"Si"	1600	5	1075
4955	61	100748	"Gasolina"	108.46	"Si"	"Si"	1600	5	1070
4955	65	100550	"Gasolina"	108.46	"No"	"Si"	1600	5	1075
5409	67	99781	"Gasolina"	108.46	"No"	"Si"	1600	5	1085
4955	59	98658	"Gasolina"	84.796	"No"	"Si"	1300	3	1020
5227	65	98500	"Gasolina"	108.46	"No"	"Si"	1600	5	1075
4773	64	98291	"Gasolina"	84.796	"Si"	"Si"	1300	4	1000
5864	61	97648	"Gasolina"	108.46	"No"	"Si"	1600	3	1065
5864	61	97425	"Gasolina"	108.46	"No"	"Si"	1600	5	1075
5818	65	97173	"Gasolina"	84.796	"Si"	"Si"	1300	3	1015
4955	66	97046	"Gasolina"	84.796	"No"	"Si"	1300	4	1000
4955	67	96000	"Gasolina"	108.46	"No"	"Si"	1600	3	1050
7955	60	96000	"Diesel"	70.992	"Si"	"Si"	2000	4	1100
5227	67	95750	"Gasolina"	108.46	"No"	"Si"	1600	5	1070
6136	61	95147	"Gasolina"	108.46	"No"	"Si"	1600	3	1050
4955	68	95000	"Gasolina"	108.46	"Si"	"Si"	1600	3	1050
4090	65	95000	"Gasolina"	108.46	"No"	"Si"	1600	3	1050
5818	66	94606	"Gasolina"	108.46	"Si"	"Si"	1600	3	1065
4318	63	94504	"Gasolina"	84.796	"No"	"Si"	1300	4	1000
6364	65	93428	"Gasolina"	108.46	"No"	"Si"	1600	5	1075
4500	65	93408	"Gasolina"	84.796	"Si"	"Si"	1300	3	1015
5818	68	93296	"Gasolina"	108.46	"No"	"Si"	1600	5	1090
6364	62	93098	"Gasolina"	108.46	"No"	"Si"	1600	5	1075
4545	67	92922	"Diesel"	70.992	"No"	"Si"	2000	4	1100
5455	61	92498	"Gasolina"	108.46	"No"	"Si"	1600	3	1050
5409	65	92226	"Gasolina"	108.46	"Si"	"Si"	1600	3	1065
5818	68	91505	"Diesel"	70.992	"Si"	"Si"	2000	3	1115
4318	64	91333	"Gasolina"	108.46	"No"	"Si"	1600	3	1050
4773	65	91246	"Gasolina"	84.796	"No"	"Si"	1300	3	1015
5455	58	91000	"Gasolina"	108.46	"No"	"Si"	1600	5	1075
4500	68	90727	"Gasolina"	108.46	"Si"	"Si"	1600	3	1050
4536	62	90000	"Gasolina"	108.46	"Si"	"Si"	1600	3	1050
4773	60	89576	"Gasolina"	108.46	"Si"	"Si"	1600	4	1035
5682	64	89145	"Gasolina"	84.796	"No"	"Si"	1300	3	1025
5864	63	89000	"Gasolina"	108.46	"No"	"Si"	1600	5	1085
4545	68	88807	"Gasolina"	108.46	"Si"	"Si"	1600	3	1050
4500	63	88685	"Gasolina"	108.46	"Si"	"Si"	1600	5	1070
4000	62	88667	"Gasolina"	108.46	"No"	"Si"	1600	4	1040
4773	57	88480	"Gasolina"	108.46	"No"	"Si"	1600	3	1050
4045	61	88127	"Gasolina"	84.796	"Si"	"Si"	1300	3	1015
3091	62	88000	"Gasolina"	84.796	"Si"	"Si"	1300	3	1020
4227	65	87821	"Gasolina"	84.796	"No"	"Si"	1300	3	1015
6814	59	87654	"Gasolina"	84.796	"No"	"No"	1300	5	1065
4909	59	86888	"Gasolina"	108.46	"No"	"Si"	1600	3	1050
5455	59	86871	"Gasolina"	84.796	"No"	"Si"	1300	5	1040
4955	68	86714	"Gasolina"	108.46	"No"	"Si"	1600	4	1035
7273	65	85889	"Gasolina"	108.46	"Si"	"Si"	1600	3	1065
6318	62	85000	"Gasolina"	108.46	"No"	"Si"	1600	3	1050
6364	60	85000	"Gasolina"	84.796	"No"	"Si"	1300	3	1025
5227	68	84976	"Gasolina"	108.46	"No"	"Si"	1600	4	1035
6773	65	84558	"Gasolina"	108.46	"No"	"Si"	1600	5	1120
6318	62	84549	"Gasolina"	108.46	"Si"	"Si"	1600	5	1075
5227	68	84482	"Gasolina"	108.46	"No"	"Si"	1600	5	1075
4773	62	83908	"Gasolina"	108.46	"No"	"Si"	1600	5	1070
4773	67	83560	"Gasolina"	84.796	"Si"	"Si"	1300	3	1015
5727	68	83000	"Gasolina"	105.502	"No"	"No"	1600	5	1100
4318	64	82723	"Gasolina"	84.796	"Si"	"Si"	1300	3	1015
6318	62	82421	"Gasolina"	108.46	"No"	"Si"	1600	3	1065
5682	58	82254	"Gasolina"	108.46	"Si"	"Si"	1600	5	1050
4955	61	82115	"Gasolina"	108.46	"No"	"Si"	1600	3	1055
3591	65	82000	"Gasolina"	84.796	"No"	"Si"	1300	3	1015
4500	68	81965	"Gasolina"	84.796	"No"	"Si"	1300	5	1035
